gene_id,base_mean_normalized_count,count_log2fc,SYMBOL,GENENAME,nasa_log2fc,absolute_count_log2fc,contrast
ENSMUSG00000024354,11.342275288225894,2.6319859818689992,Slc23a1,"solute carrier family 23 (nucleobase transporters), member 1",3.00966861273975,2.6319859818689992,OSD-758 in-flight 1G versus ground
ENSMUSG00000051225,55.830509699141686,-2.629614428695609,Fam83a,"family with sequence similarity 83, member A",1.05217290698933,2.629614428695609,OSD-758 in-flight 1G versus ground
ENSMUSG00000037440,15.192856943847467,2.525111906563426,Vnn1,vanin 1,2.34362003282499,2.525111906563426,OSD-758 in-flight 1G versus ground
ENSMUSG00000032925,23.526772986983044,2.5175041879521163,Itgbl1,"integrin, beta-like 1",2.77224105963006,2.5175041879521163,OSD-758 in-flight 1G versus ground
ENSMUSG00000019368,13.646225159781942,2.5143136491497624,Sec14l4,SEC14-like lipid binding 4,2.7133079688922,2.5143136491497624,OSD-758 in-flight 1G versus ground
ENSMUSG00000067996,11.747734307553612,2.5062978489548318,Bpifb9b,"BPI fold containing family B, member 9B",2.75763463232562,2.5062978489548318,OSD-758 in-flight 1G versus ground
ENSMUSG00000020912,1483.2161735233838,-2.4864603478377716,Krt12,keratin 12,0.861714258697505,2.4864603478377716,OSD-758 in-flight 1G versus ground
ENSMUSG00000056632,81.5400686505867,-2.4833476097316796,Dsg3,desmoglein 3,0.707906615516329,2.4833476097316796,OSD-758 in-flight 1G versus ground
ENSMUSG00000026043,128.82585999677931,2.3818108080816387,Col3a1,"collagen, type III, alpha 1",1.99182352529953,2.3818108080816387,OSD-758 in-flight 1G versus ground
ENSMUSG00000091618,33.46361784669054,-2.3727082006493068,H60c,histocompatibility 60c,0.49670134956102,2.3727082006493068,OSD-758 in-flight 1G versus ground
ENSMUSG00000069441,139.5352555224199,-2.3541922156486303,Dsg1a,desmoglein 1 alpha,-2.39985551444224,2.3541922156486303,OSD-758 in-flight 1G versus ground
ENSMUSG00000036446,56.270930099654755,2.3483282225063498,Lum,lumican,2.50786757238258,2.3483282225063498,OSD-758 in-flight 1G versus ground
ENSMUSG00000038217,66.9260707502552,2.3353058932805144,Tlcd2,TLC domain containing 2,2.50309024402394,2.3353058932805144,OSD-758 in-flight 1G versus ground
ENSMUSG00000047797,38.242287411126085,-2.324910382366071,Gjb1,"gap junction protein, beta 1",-1.54724986088801,2.324910382366071,OSD-758 in-flight 1G versus ground
ENSMUSG00000022596,78.83348600725493,-2.32459911645959,Slurp1,secreted Ly6/Plaur domain containing 1,-2.07328934902242,2.32459911645959,OSD-758 in-flight 1G versus ground
ENSMUSG00000007480,27.200697931774382,2.3229343531185185,Mc5r,melanocortin 5 receptor,2.38451593514214,2.3229343531185185,OSD-758 in-flight 1G versus ground
ENSMUSG00000024529,61.15369991181259,2.3177955546522515,Lox,lysyl oxidase,2.38981974877967,2.3177955546522515,OSD-758 in-flight 1G versus ground
ENSMUSG00000048368,16.99379123838459,2.312361270421903,Omd,osteomodulin,2.51182732830862,2.312361270421903,OSD-758 in-flight 1G versus ground
ENSMUSG00000038418,2440.348724769515,2.3113410699069763,Egr1,early growth response 1,2.34825610149963,2.3113410699069763,OSD-758 in-flight 1G versus ground
ENSMUSG00000022371,55.48522545257271,2.3008505641028654,Col14a1,"collagen, type XIV, alpha 1",2.45383246863194,2.3008505641028654,OSD-758 in-flight 1G versus ground
ENSMUSG00000078597,33.98951905724962,-2.300073037214757,Cyp4a12b,"cytochrome P450, family 4, subfamily a, polypeptide 12B",0.201555978559841,2.300073037214757,OSD-758 in-flight 1G versus ground
ERCC-00028,18.845922723098045,2.295872160980421,,,,2.295872160980421,OSD-758 in-flight 1G versus ground
ENSMUSG00000056966,28.200974077834317,-2.295087400938608,Gjc3,"gap junction protein, gamma 3",-1.23292879510949,2.295087400938608,OSD-758 in-flight 1G versus ground
ENSMUSG00000035861,45.68902147040069,-2.2771354863420346,Tmprss11b,"transmembrane protease, serine 11B",0.350862028341449,2.2771354863420346,OSD-758 in-flight 1G versus ground
ENSMUSG00000046186,70.84801416796275,-2.2750062920807816,Cd109,CD109 antigen,-2.19621386995743,2.2750062920807816,OSD-758 in-flight 1G versus ground
ENSMUSG00000053198,77.73783295382938,2.272709975033659,Prx,periaxin,2.35813756951346,2.272709975033659,OSD-758 in-flight 1G versus ground
ERCC-00170,118.72426913589594,2.2492051599773797,,,,2.2492051599773797,OSD-758 in-flight 1G versus ground
ENSMUSG00000027186,54.038051385677484,2.245560971510774,Elf5,E74-like factor 5,2.34523666278074,2.245560971510774,OSD-758 in-flight 1G versus ground
ENSMUSG00000037071,4340.162005314624,2.230524995569855,Scd1,stearoyl-Coenzyme A desaturase 1,2.06168138412823,2.230524995569855,OSD-758 in-flight 1G versus ground
ENSMUSG00000016024,21.06487825240113,2.2161295098606413,Lbp,lipopolysaccharide binding protein,2.38954197361716,2.2161295098606413,OSD-758 in-flight 1G versus ground
ENSMUSG00000032401,202.00757728934124,2.205348264832851,Lctl,lactase-like,2.29409343583743,2.205348264832851,OSD-758 in-flight 1G versus ground
ERCC-00004,22326.016012116866,2.1962002170878137,,,,2.1962002170878137,OSD-758 in-flight 1G versus ground
ENSMUSG00000042240,400.22416919458993,10.782987027954654,Crybb2,"crystallin, beta B2",26.9139997336648,10.782987027954654,OSD-203 7d radiation versus control
ENSMUSG00000024041,1089.6729351753345,9.862632779951426,Cryaa,"crystallin, alpha A",10.2419376316393,9.862632779951426,OSD-203 7d radiation versus control
ENSMUSG00000000724,222.27837457337694,9.030560888797655,Cryba1,"crystallin, beta A1",26.8190738098938,9.030560888797655,OSD-203 7d radiation versus control
ENSMUSG00000033501,145.11833001445981,8.644482823427188,Crygs,"crystallin, gamma S",25.3388437732437,8.644482823427188,OSD-203 7d radiation versus control
ENSMUSG00000006546,103.02211607555019,7.870814007189772,Cryba2,"crystallin, beta A2",8.90518029049861,7.870814007189772,OSD-203 7d radiation versus control
ENSMUSG00000066975,62.176423211680564,6.928070133897654,Cryba4,"crystallin, beta A4",8.07290492889058,6.928070133897654,OSD-203 7d radiation versus control
ENSMUSG00000025389,26.1248446222492,6.857350503343513,Mip,major intrinsic protein of lens fiber,22.7232637671107,6.857350503343513,OSD-203 7d radiation versus control
ENSMUSG00000049908,19.278405812195135,5.07124099869957,Gja8,"gap junction protein, alpha 8",5.73884921956333,5.07124099869957,OSD-203 7d radiation versus control
ENSMUSG00000036586,13.383485905966474,4.702667423948713,Grifin,galectin-related inter-fiber protein,5.43566028444951,4.702667423948713,OSD-203 7d radiation versus control
ENSMUSG00000054146,107.85632042966678,4.377225798343088,Krt15,keratin 15,4.2064650694997,4.377225798343088,OSD-203 7d radiation versus control
ENSMUSG00000050217,20.502806194724702,4.169467189425404,Lgsn,"lengsin, lens protein with glutamine synthetase domain",4.75902131628122,4.169467189425404,OSD-203 7d radiation versus control
ENSMUSG00000022598,61.37594652171351,4.024354498578271,Psca,prostate stem cell antigen,4.09248061091834,4.024354498578271,OSD-203 7d radiation versus control
ENSMUSG00000118672,312.78073825715086,4.013420813606409,Muc4,mucin 4,4.23592944729379,4.013420813606409,OSD-203 7d radiation versus control
ENSMUSG00000044041,37.609610349480164,3.933912452678724,Krt13,keratin 13,3.97524195975098,3.933912452678724,OSD-203 7d radiation versus control
ENSMUSG00000023041,46.05709656101302,3.914576623663815,Krt6b,keratin 6B,3.97718008631917,3.914576623663815,OSD-203 7d radiation versus control
ENSMUSG00000027420,52.442142685277574,3.864840209353274,Bfsp1,"beaded filament structural protein 1, in lens-CP94",3.98035546769442,3.864840209353274,OSD-203 7d radiation versus control
ENSMUSG00000090588,107.2680547870395,3.855646606099356,Muc21,mucin 21,3.99771848952324,3.855646606099356,OSD-203 7d radiation versus control
ENSMUSG00000025491,16.291095807350505,3.640063544964908,Ifitm1,interferon induced transmembrane protein 1,3.82972015732466,3.640063544964908,OSD-203 7d radiation versus control
ENSMUSG00000029343,51.14670545508156,3.5959673903045766,Crybb1,"crystallin, beta B1",3.72857328128097,3.5959673903045766,OSD-203 7d radiation versus control
ENSMUSG00000061527,250.85724296180425,3.5896817575486133,Krt5,keratin 5,3.57691703064357,3.5896817575486133,OSD-203 7d radiation versus control
ENSMUSG00000058354,27.939026992809918,3.4521546383601236,Krt6a,keratin 6A,3.49273457759047,3.4521546383601236,OSD-203 7d radiation versus control
ENSMUSG00000019102,177.75474005125136,3.4394567876590805,Aldh3a1,"aldehyde dehydrogenase family 3, subfamily A1",3.41519436738633,3.4394567876590805,OSD-203 7d radiation versus control
ENSMUSG00000022595,22.093358552345265,3.4190944490294166,Lypd2,Ly6/Plaur domain containing 2,3.5871984922023,3.4190944490294166,OSD-203 7d radiation versus control
ENSMUSG00000030208,123.44695061424233,3.3658628163881263,Emp1,epithelial membrane protein 1,3.41523233481745,3.3658628163881263,OSD-203 7d radiation versus control
ENSMUSG00000029352,39.27850075931065,3.3589388728171423,Crybb3,"crystallin, beta B3",3.45565533445683,3.3589388728171423,OSD-203 7d radiation versus control
ENSMUSG00000056632,15.488750458033827,3.2643140366089796,Dsg3,desmoglein 3,3.49602888626857,3.2643140366089796,OSD-203 7d radiation versus control
ENSMUSG00000063130,70.60719567587516,3.246403572522947,Calml3,calmodulin-like 3,3.16047296016687,3.246403572522947,OSD-203 7d radiation versus control
ENSMUSG00000047586,33.01397833812435,3.235465311321776,Nccrp1,non-specific cytotoxic cell receptor protein 1 homolog (zebrafish),3.46033892727176,3.235465311321776,OSD-203 7d radiation versus control
ENSMUSG00000028435,21.36457475840157,3.1813752577561596,Aqp3,aquaporin 3,3.5003290821866,3.1813752577561596,OSD-203 7d radiation versus control
ENSMUSG00000032013,16.679202662388224,3.139601762522322,Trim29,tripartite motif-containing 29,3.30995834587005,3.139601762522322,OSD-203 7d radiation versus control
ENSMUSG00000069441,27.93001377630569,3.1041146641645945,Dsg1a,desmoglein 1 alpha,2.98259743870374,3.1041146641645945,OSD-203 7d radiation versus control
ENSMUSG00000042436,283.71711149690384,3.071289261217024,Mfap4,microfibrillar-associated protein 4,3.08014467696906,3.071289261217024,OSD-203 7d radiation versus control
ENSMUSG00000002020,304.82046270984665,3.0375593653361856,Ltbp2,latent transforming growth factor beta binding protein 2,2.80202134969581,3.0375593653361856,OSD-203 7d radiation versus control
ENSMUSG00000020651,161.45814057277045,3.0261495550328825,Slc26a4,"solute carrier family 26, member 4",2.96604114447312,3.0261495550328825,OSD-203 7d radiation versus control
ENSMUSG00000025150,13.107478605339832,3.0248147136648678,Cbr2,carbonyl reductase 2,3.26971243883964,3.0248147136648678,OSD-203 7d radiation versus control
ENSMUSG00000054889,118.52944872665408,3.0043341618763737,Dsp,desmoplakin,2.29503606410442,3.0043341618763737,OSD-203 7d radiation versus control
ENSMUSG00000010311,860.939056705655,2.979328949465854,Optc,opticin,2.97740202000067,2.979328949465854,OSD-203 7d radiation versus control
ENSMUSG00000073424,22.47461617148575,2.956519135395198,Cyp4f15,"cytochrome P450, family 4, subfamily f, polypeptide 15",2.83215436744619,2.956519135395198,OSD-203 7d radiation versus control
ENSMUSG00000052819,67.41385660091352,2.940348155236236,Best2,bestrophin 2,3.00561962036956,2.940348155236236,OSD-203 7d radiation versus control
ENSMUSG00000018339,2876.915780233262,2.935266832265789,Gpx3,glutathione peroxidase 3,2.91243117935382,2.935266832265789,OSD-203 7d radiation versus control
ENSMUSG00000074207,21.415256288433373,2.927487131933475,Adh1,alcohol dehydrogenase 1 (class I),2.98895608915348,2.927487131933475,OSD-203 7d radiation versus control
ENSMUSG00000020912,265.7486798864489,2.911401012740056,Krt12,keratin 12,2.92144948243824,2.911401012740056,OSD-203 7d radiation versus control
ENSMUSG00000003051,10.763282560495911,2.910718451306793,Elf3,E74-like factor 3,2.99679434381835,2.910718451306793,OSD-203 7d radiation versus control
ENSMUSG00000006369,1068.2540378506894,2.9059046208433563,Fbln1,fibulin 1,2.85850470089167,2.9059046208433563,OSD-203 7d radiation versus control
ENSMUSG00000035638,15.732033310656556,2.9027356497545043,Muc20,mucin 20,3.07611303540466,2.9027356497545043,OSD-203 7d radiation versus control
ENSMUSG00000047230,93.76188795144284,2.89925941673597,Cldn2,claudin 2,2.93895671816805,2.89925941673597,OSD-203 7d radiation versus control
ENSMUSG00000026579,509.30231403415763,2.8914363492512534,F5,coagulation factor V,2.89515189162098,2.8914363492512534,OSD-203 7d radiation versus control
ENSMUSG00000072941,563.1648178460988,2.890119165489897,Sod3,"superoxide dismutase 3, extracellular",2.88280925033777,2.890119165489897,OSD-203 7d radiation versus control
ENSMUSG00000056973,11.13000724064773,2.8640780800997683,Ces1d,carboxylesterase 1D,3.56349055554044,2.8640780800997683,OSD-203 7d radiation versus control
ENSMUSG00000032068,27.925746828864774,2.852687205805618,Plet1,placenta expressed transcript 1,2.81199361239559,2.852687205805618,OSD-203 7d radiation versus control
ENSMUSG00000033508,48.6182406898424,2.8506014659616006,Asprv1,"aspartic peptidase, retroviral-like 1",3.07777162541942,2.8506014659616006,OSD-203 7d radiation versus control
ENSMUSG00000045573,1726.6325938069406,2.849052330922945,Penk,preproenkephalin,2.74018868905043,2.849052330922945,OSD-203 7d radiation versus control
ENSMUSG00000015134,16.69895313184909,2.820314648201504,Aldh1a3,"aldehyde dehydrogenase family 1, subfamily A3",2.30080003795396,2.820314648201504,OSD-203 7d radiation versus control
ENSMUSG00000021614,473.6235397920878,2.791424289631653,Vcan,versican,2.85531275640388,2.791424289631653,OSD-203 7d radiation versus control
ENSMUSG00000009378,55.60807373542097,2.780887880607887,Slc16a12,"solute carrier family 16 (monocarboxylic acid transporters), member 12",2.79984382414052,2.780887880607887,OSD-203 7d radiation versus control
ENSMUSG00000041559,488.3660051636287,2.7495721727044375,Fmod,fibromodulin,2.74114418256326,2.7495721727044375,OSD-203 7d radiation versus control
ENSMUSG00000059898,10.027136463833857,2.7086152234457255,Dsc3,desmocollin 3,2.92769582717387,2.7086152234457255,OSD-203 7d radiation versus control
ENSMUSG00000037185,18.814315560136148,2.7023407525535816,Krt80,keratin 80,2.62926147129299,2.7023407525535816,OSD-203 7d radiation versus control
ENSMUSG00000055301,11.343557840024836,2.6939709931737608,Adh7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",2.3008727739154,2.6939709931737608,OSD-203 7d radiation versus control
ENSMUSG00000021390,128.8899929081557,2.691799078774483,Ogn,osteoglycin,2.73605277994733,2.691799078774483,OSD-203 7d radiation versus control
ENSMUSG00000024598,60.35114450271555,2.6862864518635465,Fbn2,fibrillin 2,2.39193250532233,2.6862864518635465,OSD-203 7d radiation versus control
ENSMUSG00000022596,16.824763025722334,2.6623835779244462,Slurp1,secreted Ly6/Plaur domain containing 1,3.03964780690846,2.6623835779244462,OSD-203 7d radiation versus control
ENSMUSG00000026712,22.311594325610486,2.619041041578354,Mrc1,"mannose receptor, C type 1",2.67486967139328,2.619041041578354,OSD-203 7d radiation versus control
ENSMUSG00000034382,65.23712040942904,2.6147567652501746,AI661453,expressed sequence AI661453,2.68383727385823,2.6147567652501746,OSD-203 7d radiation versus control
ENSMUSG00000029843,189.23709382696862,2.592576851933182,Slc13a4,"solute carrier family 13 (sodium/sulfate symporters), member 4",2.58252989098609,2.592576851933182,OSD-203 7d radiation versus control
ENSMUSG00000066058,77.11149797438127,2.587777049421968,Cldn19,claudin 19,2.78787536889635,2.587777049421968,OSD-203 7d radiation versus control
ENSMUSG00000054537,24.521591214260923,2.5543212656834626,Tmprss11e,"transmembrane protease, serine 11e",2.67922954732958,2.5543212656834626,OSD-203 7d radiation versus control
ENSMUSG00000050953,695.8998417253823,2.549567636024781,Gja1,"gap junction protein, alpha 1",2.53837080421016,2.549567636024781,OSD-203 7d radiation versus control
ENSMUSG00000075707,51.571948699257085,2.531822550792653,Dio3,"deiodinase, iodothyronine type III",2.54598336068094,2.531822550792653,OSD-203 7d radiation versus control
ENSMUSG00000044393,44.32006160487526,2.530067209595499,Dsg2,desmoglein 2,2.52415988279116,2.530067209595499,OSD-203 7d radiation versus control
ENSMUSG00000040562,17.08472488695895,2.5232665099642246,Gstm2,"glutathione S-transferase, mu 2",2.59672051005078,2.5232665099642246,OSD-203 7d radiation versus control
ENSMUSG00000050671,42.0142034787461,2.5147881831387435,Ism2,isthmin 2,2.47272605873569,2.5147881831387435,OSD-203 7d radiation versus control
ENSMUSG00000028600,77.21714315017196,2.473757131230022,Podn,podocan,2.24025840671132,2.473757131230022,OSD-203 7d radiation versus control
ENSMUSG00000027358,92.92419966724873,2.4656229359906994,Bmp2,bone morphogenetic protein 2,2.43941761751227,2.4656229359906994,OSD-203 7d radiation versus control
ENSMUSG00000005917,101.03910644550383,2.4575216540281235,Otx1,orthodenticle homeobox 1,2.45188264804433,2.4575216540281235,OSD-203 7d radiation versus control
ENSMUSG00000091155,97.49966042849881,2.4552474699672566,Serpine3,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3",2.4529571194501,2.4552474699672566,OSD-203 7d radiation versus control
ENSMUSG00000078234,80.46330753255619,2.4546345461250563,Klhdc7a,kelch domain containing 7A,2.43824222977356,2.4546345461250563,OSD-203 7d radiation versus control
ENSMUSG00000020592,26.779041558430773,2.446525039779356,Sdc1,syndecan 1,2.7241252870187,2.446525039779356,OSD-203 7d radiation versus control
ENSMUSG00000022123,64.97580251838403,2.399796861948851,Scel,sciellin,2.53440839450464,2.399796861948851,OSD-203 7d radiation versus control
ENSMUSG00000047793,1838.2237369834818,2.383639707596594,Sned1,"sushi, nidogen and EGF-like domains 1",2.24278058216349,2.383639707596594,OSD-203 7d radiation versus control
ENSMUSG00000020695,92.40955817915724,2.377418732740707,Mrc2,"mannose receptor, C type 2",2.27539740017911,2.377418732740707,OSD-203 7d radiation versus control
ENSMUSG00000030108,184.66194745976168,2.36807417184325,Slc6a13,"solute carrier family 6 (neurotransmitter transporter, GABA), member 13",2.29863757619419,2.36807417184325,OSD-203 7d radiation versus control
ENSMUSG00000032092,26.48706818896105,2.359622348044614,Mpzl2,myelin protein zero-like 2,2.18143817677713,2.359622348044614,OSD-203 7d radiation versus control
ENSMUSG00000034224,20.213243309696185,2.3470919727689266,Slc38a8,"solute carrier family 38, member 8",2.49632545818648,2.3470919727689266,OSD-203 7d radiation versus control
ENSMUSG00000026051,10.891628177791787,2.3466061568282934,Ecrg4,ECRG4 augurin precursor,2.47468554372056,2.3466061568282934,OSD-203 7d radiation versus control
ENSMUSG00000007097,2471.951875550245,2.334300947139217,Atp1a2,"ATPase, Na+/K+ transporting, alpha 2 polypeptide",2.32198513283714,2.334300947139217,OSD-203 7d radiation versus control
ENSMUSG00000026483,633.4744766372492,2.3324687263789037,Niban1,niban apoptosis regulator 1,2.28901276315669,2.3324687263789037,OSD-203 7d radiation versus control
ENSMUSG00000021680,154.5364540450064,2.326086818371472,Crhbp,corticotropin releasing hormone binding protein,2.31374776038701,2.326086818371472,OSD-203 7d radiation versus control
ENSMUSG00000029831,10.258441359503196,2.3256565871858865,Npvf,neuropeptide VF precursor,2.50147470995614,2.3256565871858865,OSD-203 7d radiation versus control
ENSMUSG00000046618,383.3469973665935,2.2848580801676417,Olfml2a,olfactomedin-like 2A,2.27324904187146,2.2848580801676417,OSD-203 7d radiation versus control
ENSMUSG00000021806,96.33444276095057,2.2772161808347002,Nid2,nidogen 2,2.16821319311687,2.2772161808347002,OSD-203 7d radiation versus control
ENSMUSG00000027536,25.843284428934304,2.2755516678598355,Chmp4c,charged multivesicular body protein 4C,2.328285831497,2.2755516678598355,OSD-203 7d radiation versus control
ENSMUSG00000079339,23.84953226039771,2.274089315015249,Ifit1bl1,interferon induced protein with tetratricpeptide repeats 1B like 1,2.23353506501547,2.274089315015249,OSD-203 7d radiation versus control
ENSMUSG00000021835,111.40042217460154,2.271727501939478,Bmp4,bone morphogenetic protein 4,2.51735105543087,2.271727501939478,OSD-203 7d radiation versus control
ENSMUSG00000032556,23.531616276172123,2.2670111888852893,Bfsp2,"beaded filament structural protein 2, phakinin",2.27088387036863,2.2670111888852893,OSD-203 7d radiation versus control
ENSMUSG00000050370,16.589505014918007,2.253619693956033,Ch25h,cholesterol 25-hydroxylase,2.32336166351732,2.253619693956033,OSD-203 7d radiation versus control
ENSMUSG00000042985,19.72313529798925,2.252870392407972,Upk3b,uroplakin 3B,2.39615002761829,2.252870392407972,OSD-203 7d radiation versus control
ENSMUSG00000035493,31.564042869878236,2.249519510035205,Tgfbi,"transforming growth factor, beta induced",2.16577540451944,2.249519510035205,OSD-203 7d radiation versus control
ENSMUSG00000030849,105.39441711421188,2.245559982646734,Fgfr2,fibroblast growth factor receptor 2,2.05783634199309,2.245559982646734,OSD-203 7d radiation versus control
ENSMUSG00000039774,16.03129685448769,2.2421983421822542,Galnt12,polypeptide N-acetylgalactosaminyltransferase 12,2.23009998474255,2.2421983421822542,OSD-203 7d radiation versus control
ENSMUSG00000006369,172.83873496358345,-3.286276162024536,Fbln1,fibulin 1,-3.22216360871602,3.286276162024536,OSD-203 7d hlu versus control
ENSMUSG00000020912,42.57672979261423,-3.267486433675308,Krt12,keratin 12,-3.36465805981364,3.267486433675308,OSD-203 7d hlu versus control
ENSMUSG00000010311,133.8012650370874,-3.1878836080027173,Optc,opticin,-3.19734388217858,3.1878836080027173,OSD-203 7d hlu versus control
ENSMUSG00000002020,45.67322399426847,-3.0918543331490738,Ltbp2,latent transforming growth factor beta binding protein 2,-2.98101907940463,3.0918543331490738,OSD-203 7d hlu versus control
ENSMUSG00000020651,24.363247340420052,-2.938188788878206,Slc26a4,"solute carrier family 26, member 4",-3.13421299647169,2.938188788878206,OSD-203 7d hlu versus control
ENSMUSG00000013523,17.39798976522534,2.9257817955163716,Bcas1,brain enriched myelin associated protein 1,2.9270039674285,2.9257817955163716,OSD-203 7d hlu versus control
ENSMUSG00000042436,42.50250036320983,-2.722953541761116,Mfap4,microfibrillar-associated protein 4,-2.76410230827609,2.722953541761116,OSD-203 7d hlu versus control
ENSMUSG00000061527,27.465671598296296,-2.524076950694271,Krt5,keratin 5,-2.91060796835561,2.524076950694271,OSD-203 7d hlu versus control
ENSMUSG00000032517,50.25550332218429,2.428475973318204,Mobp,myelin-associated oligodendrocytic basic protein,2.32705722956437,2.428475973318204,OSD-203 7d hlu versus control
ENSMUSG00000067543,14.891823040873373,-2.3623503253255858,Prb1a,proline-rich protein BstNI subfamily 1A,-2.25407207980798,2.3623503253255858,OSD-203 7d hlu versus control
ENSMUSG00000054889,18.786637018013998,-2.3334588052235907,Dsp,desmoplakin,-2.70187456433245,2.3334588052235907,OSD-203 7d hlu versus control
ENSMUSG00000045573,308.7359684799079,-2.2505337074212526,Penk,preproenkephalin,-2.3773112394453,2.2505337074212526,OSD-203 7d hlu versus control
ENSMUSG00000026579,88.62886223451748,-2.2340631814444003,F5,coagulation factor V,-2.25566390103012,2.2340631814444003,OSD-203 7d hlu versus control
ENSMUSG00000065701,6655.910749835314,2.089094043594638,Rny1,"RNA, Y1 small cytoplasmic, Ro-associated",2.08152013803868,2.089094043594638,OSD-203 7d hlu versus control
ENSMUSG00000036634,17.257350272090576,2.073115533492451,Mag,myelin-associated glycoprotein,2.49383406921759,2.073115533492451,OSD-203 7d hlu versus control
ENSMUSG00000019102,22.13654705188589,-2.066639393890562,Aldh3a1,"aldehyde dehydrogenase family 3, subfamily A1",-2.18419656938698,2.066639393890562,OSD-203 7d hlu versus control
ENSMUSG00000021614,89.58842693211618,-1.977361368748492,Vcan,versican,-1.63945301506974,1.977361368748492,OSD-203 7d hlu versus control
ENSMUSG00000029843,40.0438829518756,-1.9655707806895262,Slc13a4,"solute carrier family 13 (sodium/sulfate symporters), member 4",-1.90284318808969,1.9655707806895262,OSD-203 7d hlu versus control
ENSMUSG00000018339,503.2983338275617,-1.9400055440981094,Gpx3,glutathione peroxidase 3,-1.96320633444297,1.9400055440981094,OSD-203 7d hlu versus control
ENSMUSG00000047230,16.386758531309866,-1.9265358845739986,Cldn2,claudin 2,-1.72716120897012,1.9265358845739986,OSD-203 7d hlu versus control
ENSMUSG00000052819,11.495109926855573,-1.8289418769832229,Best2,bestrophin 2,-2.10445068990736,1.8289418769832229,OSD-203 7d hlu versus control
ENSMUSG00000118672,28.160953485611163,-1.7193240221756787,Muc4,mucin 4,-1.59088812215492,1.7193240221756787,OSD-203 7d hlu versus control
ENSMUSG00000037625,14.165580786028476,1.6399444459962793,Cldn11,claudin 11,1.65723497965127,1.6399444459962793,OSD-203 7d hlu versus control
ENSMUSG00000021680,39.61879841310376,-1.6108855321721913,Crhbp,corticotropin releasing hormone binding protein,-1.65067709246214,1.6108855321721913,OSD-203 7d hlu versus control
ENSMUSG00000072941,105.60949068534433,-1.545581905092883,Sod3,"superoxide dismutase 3, extracellular",-1.56915275904968,1.545581905092883,OSD-203 7d hlu versus control
ENSMUSG00000031425,200.14898932061445,1.5323567263369138,Plp1,proteolipid protein (myelin) 1,1.32736193652837,1.5323567263369138,OSD-203 7d hlu versus control
ENSMUSG00000034382,14.104051790018577,-1.5176006376139122,AI661453,expressed sequence AI661453,-1.79855505330274,1.5176006376139122,OSD-203 7d hlu versus control
ENSMUSG00000009378,10.819408041991073,-1.5116684875133521,Slc16a12,"solute carrier family 16 (monocarboxylic acid transporters), member 12",-1.34705830084997,1.5116684875133521,OSD-203 7d hlu versus control
ENSMUSG00000090588,10.704550171648268,-1.5058037736560164,Muc21,mucin 21,-1.62395139088743,1.5058037736560164,OSD-203 7d hlu versus control
ENSMUSG00000024806,23.912596123742127,-1.5000640451992155,Mlana,melan-A,-1.5539242327473,1.5000640451992155,OSD-203 7d hlu versus control
ENSMUSG00000116295,10.569032306488296,-1.4663446063705463,,,-1.06063263030017,1.4663446063705463,OSD-203 7d hlu versus control
ENSMUSG00000102503,13.922456823823811,1.362617539959029,,,1.34441379610585,1.362617539959029,OSD-203 7d hlu versus control
ENSMUSG00000104625,28.41953987871678,1.3591720583741733,,,1.31853014899768,1.3591720583741733,OSD-203 7d hlu versus control
ENSMUSG00000005917,24.887626164883713,-1.316329338531197,Otx1,orthodenticle homeobox 1,-1.40145259761094,1.316329338531197,OSD-203 7d hlu versus control
ENSMUSG00000102212,12.235046075841579,1.3077095254442397,,,1.42192076708562,1.3077095254442397,OSD-203 7d hlu versus control
ENSMUSG00000108689,13.227348877210227,1.3002741285308126,,,1.32334317149807,1.3002741285308126,OSD-203 7d hlu versus control
ENSMUSG00000025359,106.64196233807388,-1.2877995870512133,Pmel,premelanosome protein,-1.34142321978362,1.2877995870512133,OSD-203 7d hlu versus control
ENSMUSG00000022324,27.83710240024118,-1.2647362694197901,Matn2,matrilin 2,-1.21607855189882,1.2647362694197901,OSD-203 7d hlu versus control
ENSMUSG00000078234,19.945337833368278,-1.260491611946861,Klhdc7a,kelch domain containing 7A,-1.39662207908429,1.260491611946861,OSD-203 7d hlu versus control
ENSMUSG00000024610,19.18283534223101,-1.2541129898732035,Cd74,"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)",-1.30123746292081,1.2541129898732035,OSD-203 7d hlu versus control
ENSMUSG00000114094,20.371381757191443,1.2471116962967925,,,1.33465881256472,1.2471116962967925,OSD-203 7d hlu versus control
ENSMUSG00000034394,10.380209004419003,1.2333577175186363,Lif,leukemia inhibitory factor,0.848423663820908,1.2333577175186363,OSD-203 7d hlu versus control
ENSMUSG00000113078,13.835907113478186,1.1972395138577656,,,0.994252380238013,1.1972395138577656,OSD-203 7d hlu versus control
ENSMUSG00000030108,49.16968731323801,-1.1861224763211007,Slc6a13,"solute carrier family 6 (neurotransmitter transporter, GABA), member 13",-1.4408501360664,1.1861224763211007,OSD-203 7d hlu versus control
ENSMUSG00000114939,33.51056544575746,1.181151146224128,,,1.14493036229099,1.181151146224128,OSD-203 7d hlu versus control
